0,0
0.5,1.71E-05
1,6.86E-05
1.5,1.54E-04
2,0.000274974
2.5,0.000430287
3,0.000620695
3.5,0.000846495
4,0.001107992
4.5,0.001405491
5,0.00173929
5.5,0.002109663
6,0.002516884
6.5,0.002961154
7,0.003442703
7.5,0.003961718
8,0.004518395
8.5,0.005112939
9,0.00574553
9.5,0.006416361
10,0.007125671
10.5,0.007873698
11,0.008660719
11.5,0.009487033
12,0.010352915
12.5,0.0111358
13,0.012169717
13.5,0.013198393
14,0.01465611
14.5,0.016288583
15,0.017624709
15.5,0.019152812
16,0.021086491
16.5,0.023699119
17,0.026307092
17.5,0.02954642
18,0.032352888
18.5,0.036000256
19,0.039480735
19.5,0.043175209
20,0.046205826
20.5,0.049503726
21,0.051549224
21.5,0.053820496
22,0.056042712
22.5,0.057134009
23,0.057684825
23.5,0.056876448
24,0.056413279
24.5,0.055345732
25,0.053216959
25.5,0.051898884
26,0.050748582
26.5,0.048540431
27,0.046786297
27.5,0.045167245
28,0.043477684
28.5,0.041936944
29,0.039904185
29.5,0.040040874
30,0.038804753
30.5,0.037229651
31,0.037539002
31.5,0.036587908
32,0.035312479
32.5,0.037494714
33,0.03673755
33.5,0.035934491
34,0.03507266
34.5,0.033831347
35,0.030946953
35.5,0.029037065
36,0.024688249
36.5,0.021302801
37,0.018213746
37.5,0.015718878
38,0.013099373
38.5,0.008351655
39,0.007072089
39.5,0.00345289
40,0.003671538
40.5,0.003045137
41,0.002964412
41.5,0.002015442
42,0.001449912
42.5,0.002135892
43,0.001723932
43.5,0.001445948
44,0
44.5,0
45,0.00E+00
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
