0,0
0.5,1.61E-05
1,6.42E-05
1.5,1.45E-04
2,0.000257402
2.5,0.000402686
3,0.000580684
3.5,0.000791602
4,0.001035655
4.5,0.00131307
5,0.001624056
5.5,0.001968836
6,0.002347632
6.5,0.002760627
7,0.003208033
7.5,0.003689998
8,0.004206744
8.5,0.004758426
9,0.005345217
9.5,0.005967326
10,0.00662501
10.5,0.007318488
11,0.008048071
11.5,0.008814062
12,0.009616759
12.5,0.010293692
13,0.011318468
13.5,0.012125889
14,0.013342881
14.5,0.014709375
15,0.016076585
15.5,0.01782427
16,0.019337999
16.5,0.021397534
17,0.02380189
17.5,0.025976609
18,0.028939669
18.5,0.031949157
19,0.035124815
19.5,0.038336608
20,0.040243607
20.5,0.043140415
21,0.045698489
21.5,0.04827744
22,0.049936091
22.5,0.051349315
23,0.052802156
23.5,0.053346945
24,0.053312028
24.5,0.053379148
25,0.052997612
25.5,0.050590622
26,0.049342204
26.5,0.049381499
27,0.048876824
27.5,0.046250802
28,0.04535149
28.5,0.045342471
29,0.043427897
29.5,0.042841838
30,0.041664299
30.5,0.040576063
31,0.03934393
31.5,0.039267435
32,0.037827882
32.5,0.040548315
33,0.042160738
33.5,0.045114431
34,0.046911337
34.5,0.047045839
35,0.044339859
35.5,0.040152867
36,0.032965852
36.5,0.02607
37,0.018943699
37.5,0.014737638
38,0.011155678
38.5,0.005669593
39,0.005060736
39.5,0.002509809
40,0.002533038
40.5,0.002420726
41,0.001383952
41.5,0.000611383
42,0.001877953
42.5,0.000281418
43,0.000992027
43.5,0.000483858
44,0
44.5,0
45,0.00E+00
45.5,0
46,0
46.5,0
47,0
47.5,0
48,0
48.5,0
49,0
49.5,0
50,0
